transaction_id,date,description,amount,type,category,recurring
TXN0507,2026-04-17,IRCTC,8616.42,Debit,Travel,No
TXN0512,2026-04-17,Miscellaneous,2336.41,Debit,Other,No
TXN0616,2026-04-17,Blinkit,350.11,Debit,Groceries,No
TXN1208,2026-04-17,Swiggy,1009.88,Debit,Food,No
TXN1347,2026-04-17,Cafe Coffee Day,608.89,Debit,Food,No
TXN1363,2026-04-17,Uber,905.96,Debit,Transport,No
TXN1562,2026-04-17,Croma,4568.26,Debit,Shopping,No
TXN0125,2026-04-18,Swiggy,1633.23,Debit,Food,No
TXN0145,2026-04-18,Uber,420.34,Debit,Transport,No
TXN0470,2026-04-18,Reliance Smart,1146.9,Debit,Groceries,No
TXN1286,2026-04-18,McDonalds,187.53,Debit,Food,No
TXN1356,2026-04-18,McDonalds,1015.67,Debit,Food,No
TXN1391,2026-04-18,Blinkit,2344.32,Debit,Groceries,No
TXN1568,2026-04-18,Swiggy,1220.91,Debit,Food,No
TXN1844,2026-04-18,BookMyShow,898.4,Debit,Entertainment,No
TXN1953,2026-04-18,UPI Transfer,914.19,Debit,Other,No
TXN0062,2026-04-19,Hospital,1558.38,Debit,Healthcare,No
TXN0082,2026-04-19,Cafe Coffee Day,848.18,Debit,Food,No
TXN1430,2026-04-19,Ajio,3361.74,Debit,Shopping,No
TXN1786,2026-04-19,YouTube Premium,1495.47,Debit,Entertainment,No
TXN1936,2026-04-19,Hospital,4996.44,Debit,Healthcare,No
TXN0671,2026-04-20,Metro Recharge,515.5,Debit,Transport,No
TXN0887,2026-04-20,McDonalds,231.92,Debit,Food,No
TXN1252,2026-04-20,PharmEasy,3159.54,Debit,Healthcare,No
TXN0328,2026-04-21,Coding Course,7347.98,Debit,Education,No
TXN0344,2026-04-21,BigBasket,593.62,Debit,Groceries,No
TXN0349,2026-04-21,Metro Recharge,543.89,Debit,Transport,No
TXN1087,2026-04-21,Uber Intercity,11393.42,Debit,Travel,No
TXN1547,2026-04-21,Rapido,627.92,Debit,Transport,No
TXN1760,2026-04-21,Metro Recharge,1039.1,Debit,Transport,No
TXN1900,2026-04-21,Blinkit,3144.98,Debit,Groceries,No
TXN0181,2026-04-22,BigBasket,2104.7,Debit,Groceries,No
TXN0582,2026-04-22,MakeMyTrip,9753.48,Debit,Travel,No
TXN0728,2026-04-22,Service Payment,2091.04,Debit,Other,No
TXN0992,2026-04-22,Coding Course,8676.72,Debit,Education,No
TXN1201,2026-04-22,Zomato,174.3,Debit,Food,No
TXN1261,2026-04-22,Apollo Pharmacy,2981.29,Debit,Healthcare,No
TXN1475,2026-04-22,Reliance Smart,2401.14,Debit,Groceries,No
TXN1650,2026-04-22,Reliance Smart,2742.38,Debit,Groceries,No
TXN1727,2026-04-22,1mg,4696.85,Debit,Healthcare,No
TXN0154,2026-04-23,UPI Transfer,2357.42,Debit,Other,No
TXN0169,2026-04-23,Gas Bill,2499.67,Debit,Utilities,No
TXN0687,2026-04-23,Uber,713.25,Debit,Transport,No
TXN0805,2026-04-23,Swiggy,676.15,Debit,Food,No
TXN1132,2026-04-23,BMTC,155.66,Debit,Transport,No
TXN1511,2026-04-23,Reliance Smart,2857.36,Debit,Groceries,No
TXN0131,2026-04-24,Uber,1041.62,Debit,Transport,No
TXN0319,2026-04-24,Uber,586.25,Debit,Transport,No
TXN0363,2026-04-24,BMTC,915.3,Debit,Transport,No
TXN0404,2026-04-24,Apollo Pharmacy,4748.14,Debit,Healthcare,No
TXN0542,2026-04-24,Myntra,3256.58,Debit,Shopping,No
TXN0659,2026-04-24,BigBasket,1127.96,Debit,Groceries,No
TXN0790,2026-04-24,BigBasket,2957.19,Debit,Groceries,No
TXN0827,2026-04-24,Dominos,1669.71,Debit,Food,No
TXN0908,2026-04-24,Miscellaneous,1997.86,Debit,Other,No
TXN0976,2026-04-24,Amazon,1230.78,Debit,Shopping,No
TXN1053,2026-04-24,Blinkit,1087.76,Debit,Groceries,No
TXN1144,2026-04-24,Rapido,393.9,Debit,Transport,No
TXN1256,2026-04-24,BMTC,87.36,Debit,Transport,No
TXN1600,2026-04-24,Cafe Coffee Day,1208.17,Debit,Food,No
TXN0454,2026-04-25,Flipkart,6452.72,Debit,Shopping,No
TXN0960,2026-04-25,Dominos,170.39,Debit,Food,No
TXN1002,2026-04-25,McDonalds,319.09,Debit,Food,No
TXN1075,2026-04-25,Metro Recharge,1169.4,Debit,Transport,No
TXN1752,2026-04-25,McDonalds,1708.85,Debit,Food,No
TXN1963,2026-04-25,Rapido,930.1,Debit,Transport,No
TXN0293,2026-04-26,Gift,2287.04,Debit,Other,No
TXN0511,2026-04-26,Miscellaneous,1718.45,Debit,Other,No
TXN0576,2026-04-26,Cafe Coffee Day,931.31,Debit,Food,No
TXN0608,2026-04-26,Ola,1189.06,Debit,Transport,No
TXN0720,2026-04-26,Swiggy,368.95,Debit,Food,No
TXN0835,2026-04-26,DMart,2823.94,Debit,Groceries,No
TXN0852,2026-04-26,DMart,1788.19,Debit,Groceries,No
TXN1701,2026-04-26,Reliance Smart,1586.49,Debit,Groceries,No
TXN0132,2026-04-27,McDonalds,726.94,Debit,Food,No
TXN0874,2026-04-27,Udemy,9738.72,Debit,Education,No
TXN1031,2026-04-27,Blinkit,2085.87,Debit,Groceries,No
TXN1303,2026-04-27,DMart,1966.3,Debit,Groceries,No
TXN1655,2026-04-27,Wallet Transfer,721.39,Debit,Other,No
TXN1078,2026-04-28,Ola,572.69,Debit,Transport,No
TXN1091,2026-04-28,Service Payment,1812.73,Debit,Other,No
TXN1154,2026-04-28,Zomato,1092.83,Debit,Food,No
TXN1753,2026-04-28,BigBasket,3253.96,Debit,Groceries,No
TXN1996,2026-04-28,Uber,795.42,Debit,Transport,No
TXN0525,2026-04-29,UPI Transfer,1991.67,Debit,Other,No
TXN0599,2026-04-29,BookMyShow,516.23,Debit,Entertainment,No
TXN0774,2026-04-29,Amazon,829.25,Debit,Shopping,No
TXN0945,2026-04-29,Amazon,7285.85,Debit,Shopping,No
TXN1119,2026-04-29,Cafe Coffee Day,992.4,Debit,Food,No
TXN1243,2026-04-29,Service Payment,381.65,Debit,Other,No
TXN1314,2026-04-29,Gas Bill,1077.28,Debit,Utilities,No
TXN1580,2026-04-29,Swiggy,186.36,Debit,Food,No
TXN1837,2026-04-29,Ajio,3078.86,Debit,Shopping,No
TXN0055,2026-04-30,Myntra,7889.16,Debit,Shopping,No
TXN0225,2026-04-30,Ajio,1033.85,Debit,Shopping,No
TXN0258,2026-04-30,Coursera,5932.08,Debit,Education,No
TXN0520,2026-04-30,Cafe Coffee Day,522.36,Debit,Food,No
TXN0718,2026-04-30,Blinkit,2623.16,Debit,Groceries,No
TXN1100,2026-04-30,BMTC,614.4,Debit,Transport,No
TXN1219,2026-04-30,Amazon,1443.71,Debit,Shopping,No
TXN1282,2026-04-30,Ajio,836.58,Debit,Shopping,No
TXN1361,2026-04-30,Ola,1069.7,Debit,Transport,No
TXN1505,2026-04-30,Service Payment,531.97,Debit,Other,No
TXN1882,2026-04-30,Zomato,1478.89,Debit,Food,No
TXN0025,2026-05-01,Salary,60000.0,Credit,Income,No
TXN0105,2026-05-01,BigBasket,2460.68,Debit,Groceries,No
TXN0149,2026-05-01,Rapido,455.41,Debit,Transport,No
TXN1173,2026-05-01,BigBasket,700.13,Debit,Groceries,No
TXN1212,2026-05-01,Coursera,9746.1,Debit,Education,No
TXN1415,2026-05-01,Jio,1861.32,Debit,Utilities,No
TXN1428,2026-05-01,Blinkit,3070.17,Debit,Groceries,No
TXN1456,2026-05-01,Zomato,581.07,Debit,Food,No
TXN1714,2026-05-01,Myntra,5651.41,Debit,Shopping,No
TXN1738,2026-05-01,Miscellaneous,972.58,Debit,Other,No
TXN1768,2026-05-01,BESCOM,1332.16,Debit,Utilities,No
TXN0026,2026-05-02,House Rent,18000.0,Debit,Housing,Yes
TXN0127,2026-05-02,Gift,2784.72,Debit,Other,No
TXN0395,2026-05-02,Amazon,3581.44,Debit,Shopping,No
TXN0455,2026-05-02,Zepto,2834.61,Debit,Groceries,No
TXN0695,2026-05-02,Uber,948.71,Debit,Transport,No
TXN1459,2026-05-02,Hospital,3920.73,Debit,Healthcare,No
TXN1736,2026-05-02,UPI Transfer,1651.24,Debit,Other,No
TXN1971,2026-05-02,UPI Transfer,2482.74,Debit,Other,No
TXN0027,2026-05-03,EMI,10000.0,Debit,EMI,Yes
TXN0180,2026-05-03,Swiggy,1175.2,Debit,Food,No
TXN0519,2026-05-03,Reliance Smart,2670.85,Debit,Groceries,No
TXN0735,2026-05-03,Swiggy,1443.27,Debit,Food,No
TXN1500,2026-05-03,BigBasket,2603.16,Debit,Groceries,No
TXN1555,2026-05-03,Gift,1139.38,Debit,Other,No
TXN1734,2026-05-03,Udemy,7061.48,Debit,Education,No
TXN1924,2026-05-03,Swiggy,235.6,Debit,Food,No
TXN1970,2026-05-03,Coursera,1524.49,Debit,Education,No
TXN0029,2026-05-04,Netflix,649.0,Debit,Entertainment,Yes
TXN0030,2026-05-04,Internet Bill,999.0,Debit,Utilities,Yes
TXN0201,2026-05-04,McDonalds,956.15,Debit,Food,No
TXN0417,2026-05-04,Swiggy,1164.44,Debit,Food,No
TXN0484,2026-05-04,Service Payment,1425.97,Debit,Other,No
TXN0605,2026-05-04,BigBasket,1978.03,Debit,Groceries,No
TXN0651,2026-05-04,Flipkart,5250.02,Debit,Shopping,No
TXN1138,2026-05-04,Ola,343.04,Debit,Transport,No
TXN1469,2026-05-04,Ajio,3958.31,Debit,Shopping,No
TXN1553,2026-05-04,Uber,586.73,Debit,Transport,No
TXN1877,2026-05-04,Reliance Smart,2196.01,Debit,Groceries,No
TXN0028,2026-05-05,SIP Investment,5000.0,Debit,Investment,Yes
TXN0203,2026-05-05,Zepto,1594.08,Debit,Groceries,No
TXN0634,2026-05-05,McDonalds,1435.63,Debit,Food,No
TXN0645,2026-05-05,McDonalds,1746.81,Debit,Food,No
TXN0667,2026-05-05,Flipkart,7474.42,Debit,Shopping,No
TXN1020,2026-05-05,Rapido,1108.84,Debit,Transport,No
TXN1130,2026-05-05,Service Payment,1502.53,Debit,Other,No
TXN1412,2026-05-05,Metro Recharge,347.2,Debit,Transport,No
TXN0194,2026-05-06,Rapido,380.6,Debit,Transport,No
TXN0271,2026-05-06,Dominos,860.63,Debit,Food,No
TXN0768,2026-05-06,Gift,2224.14,Debit,Other,No
TXN1619,2026-05-06,Metro Recharge,1095.61,Debit,Transport,No
TXN1914,2026-05-06,Miscellaneous,2381.6,Debit,Other,No
TXN0159,2026-05-07,Wallet Transfer,1405.2,Debit,Other,No
TXN0179,2026-05-07,Netflix,1934.74,Debit,Entertainment,No
TXN0626,2026-05-07,Reliance Smart,1245.21,Debit,Groceries,No
TXN0638,2026-05-07,Uber,484.46,Debit,Transport,No
TXN1690,2026-05-07,Uber,820.59,Debit,Transport,No
TXN1731,2026-05-07,McDonalds,933.51,Debit,Food,No
TXN1929,2026-05-07,Cafe Coffee Day,1263.91,Debit,Food,No
TXN0155,2026-05-08,Reliance Smart,1786.56,Debit,Groceries,No
TXN0788,2026-05-08,DMart,3034.72,Debit,Groceries,No
TXN0801,2026-05-08,Zomato,841.74,Debit,Food,No
TXN0881,2026-05-08,Zepto,2978.33,Debit,Groceries,No
TXN0989,2026-05-08,Metro Recharge,548.9,Debit,Transport,No
TXN1139,2026-05-08,MakeMyTrip,3135.89,Debit,Travel,No
TXN1206,2026-05-08,Apollo Pharmacy,873.22,Debit,Healthcare,No
TXN1244,2026-05-08,Airtel,982.8,Debit,Utilities,No
TXN0118,2026-05-09,Dominos,983.92,Debit,Food,No
TXN1205,2026-05-09,DMart,881.13,Debit,Groceries,No
TXN1222,2026-05-09,Myntra,5932.99,Debit,Shopping,No
TXN1724,2026-05-09,Service Payment,2026.23,Debit,Other,No
TXN1935,2026-05-09,DMart,1174.57,Debit,Groceries,No
TXN0934,2026-05-10,Metro Recharge,218.43,Debit,Transport,No
TXN1044,2026-05-10,Zepto,2274.03,Debit,Groceries,No
TXN1108,2026-05-10,Reliance Smart,2075.72,Debit,Groceries,No
TXN1343,2026-05-10,UPI Transfer,1905.42,Debit,Other,No
TXN1811,2026-05-10,Metro Recharge,820.16,Debit,Transport,No
TXN1959,2026-05-10,Swiggy,1786.72,Debit,Food,No
TXN0756,2026-05-11,Coursera,3993.03,Debit,Education,No
TXN0931,2026-05-11,BigBasket,1500.62,Debit,Groceries,No
TXN1011,2026-05-11,Dominos,364.61,Debit,Food,No
TXN1160,2026-05-11,Ola,147.24,Debit,Transport,No
TXN1253,2026-05-11,Cafe Coffee Day,1678.14,Debit,Food,No
TXN1468,2026-05-11,Dominos,1473.82,Debit,Food,No
TXN1919,2026-05-11,Jio,860.09,Debit,Utilities,No
TXN0290,2026-05-12,Jio,2576.18,Debit,Utilities,No
TXN1128,2026-05-12,BMTC,1140.66,Debit,Transport,No
TXN1162,2026-05-12,Dominos,1074.58,Debit,Food,No
TXN1237,2026-05-12,Water Bill,2144.8,Debit,Utilities,No
TXN1260,2026-05-12,Cafe Coffee Day,562.26,Debit,Food,No
TXN1085,2026-05-13,Gift,262.14,Debit,Other,No
TXN1287,2026-05-13,Spotify,668.74,Debit,Entertainment,No
TXN1405,2026-05-13,Ola,240.97,Debit,Transport,No
TXN1623,2026-05-13,Cafe Coffee Day,178.95,Debit,Food,No
TXN1817,2026-05-13,Swiggy,1382.6,Debit,Food,No
TXN1879,2026-05-13,BigBasket,2993.07,Debit,Groceries,No
TXN1923,2026-05-13,McDonalds,1623.47,Debit,Food,No
TXN0174,2026-05-14,DMart,881.53,Debit,Groceries,No
TXN0448,2026-05-14,UPI Transfer,859.15,Debit,Other,No
TXN0778,2026-05-14,Ola,345.18,Debit,Transport,No
TXN1061,2026-05-14,Spotify,2284.5,Debit,Entertainment,No
TXN1126,2026-05-14,Metro Recharge,723.9,Debit,Transport,No
TXN1449,2026-05-14,Croma,6120.69,Debit,Shopping,No
TXN1676,2026-05-14,McDonalds,958.91,Debit,Food,No
TXN1755,2026-05-14,Reliance Smart,1672.49,Debit,Groceries,No
TXN1845,2026-05-14,BESCOM,1396.97,Debit,Utilities,No
TXN0065,2026-05-15,Zepto,1089.21,Debit,Groceries,No
TXN0073,2026-05-15,BigBasket,3352.21,Debit,Groceries,No
TXN0673,2026-05-15,Zomato,904.96,Debit,Food,No
TXN1134,2026-05-15,Service Payment,1653.39,Debit,Other,No
TXN1227,2026-05-15,Zepto,1738.03,Debit,Groceries,No
TXN1776,2026-05-15,BookMyShow,850.73,Debit,Entertainment,No
TXN0136,2026-05-16,Blinkit,871.42,Debit,Groceries,No
TXN0221,2026-05-16,Gift,1913.99,Debit,Other,No
TXN0487,2026-05-16,Book Store,1772.38,Debit,Education,No
TXN0501,2026-05-16,Netflix,1572.89,Debit,Entertainment,No
TXN0843,2026-05-16,Rapido,888.68,Debit,Transport,No
TXN0868,2026-05-16,College Fees,8839.99,Debit,Education,No
TXN1069,2026-05-16,McDonalds,532.39,Debit,Food,No
TXN1482,2026-05-16,Miscellaneous,2871.26,Debit,Other,No
TXN1700,2026-05-16,Coding Course,2533.76,Debit,Education,No
TXN1889,2026-05-16,Gas Bill,2447.06,Debit,Utilities,No
TXN0057,2026-05-17,Blinkit,970.42,Debit,Groceries,No
TXN0071,2026-05-17,Amazon,5612.83,Debit,Shopping,No
TXN1241,2026-05-17,Apollo Pharmacy,4171.12,Debit,Healthcare,No
TXN1313,2026-05-17,Zepto,383.83,Debit,Groceries,No
TXN1569,2026-05-17,Spotify,937.07,Debit,Entertainment,No
TXN0690,2026-05-18,BESCOM,1931.79,Debit,Utilities,No
TXN0888,2026-05-18,Coursera,6938.1,Debit,Education,No
TXN1439,2026-05-18,Airtel,2280.32,Debit,Utilities,No
TXN1792,2026-05-18,Hospital,2434.06,Debit,Healthcare,No
TXN0192,2026-05-19,Reliance Smart,3389.52,Debit,Groceries,No
TXN0936,2026-05-19,Swiggy,1243.1,Debit,Food,No
TXN1290,2026-05-19,Swiggy,618.62,Debit,Food,No
TXN1291,2026-05-19,BigBasket,513.11,Debit,Groceries,No
TXN1395,2026-05-19,Dominos,1056.45,Debit,Food,No
TXN1561,2026-05-19,Jio,1564.76,Debit,Utilities,No
TXN0341,2026-05-20,Jio,572.38,Debit,Utilities,No
TXN0518,2026-05-20,Cafe Coffee Day,597.37,Debit,Food,No
TXN0623,2026-05-20,Miscellaneous,185.91,Debit,Other,No
TXN1181,2026-05-20,Book Store,9762.32,Debit,Education,No
TXN1194,2026-05-20,Croma,6234.04,Debit,Shopping,No
TXN1197,2026-05-20,DMart,2276.73,Debit,Groceries,No
TXN1380,2026-05-20,Myntra,5823.8,Debit,Shopping,No
TXN1467,2026-05-20,Wallet Transfer,1870.41,Debit,Other,No
TXN1717,2026-05-20,Uber,306.23,Debit,Transport,No
TXN0324,2026-05-21,Zomato,258.38,Debit,Food,No
TXN0465,2026-05-21,College Fees,2364.87,Debit,Education,No
TXN1072,2026-05-21,Miscellaneous,399.35,Debit,Other,No
TXN1143,2026-05-21,Dominos,962.36,Debit,Food,No
TXN1225,2026-05-21,Jio,2331.01,Debit,Utilities,No
TXN1355,2026-05-21,Zomato,351.34,Debit,Food,No
TXN1728,2026-05-21,Zepto,985.15,Debit,Groceries,No
TXN1740,2026-05-21,Hotel Booking,9577.15,Debit,Travel,No
TXN1958,2026-05-21,Cafe Coffee Day,1561.54,Debit,Food,No
TXN0199,2026-05-22,Cafe Coffee Day,1306.95,Debit,Food,No
TXN0307,2026-05-22,Jio,651.38,Debit,Utilities,No
TXN0701,2026-05-22,DMart,3240.06,Debit,Groceries,No
TXN0897,2026-05-22,Ajio,978.78,Debit,Shopping,No
TXN1213,2026-05-22,Myntra,613.01,Debit,Shopping,No
TXN1257,2026-05-22,Dominos,185.81,Debit,Food,No
TXN1479,2026-05-22,Amazon,5290.85,Debit,Shopping,No
TXN0088,2026-05-23,Udemy,5384.48,Debit,Education,No
TXN0133,2026-05-23,Zomato,807.47,Debit,Food,No
TXN0743,2026-05-23,Croma,5120.35,Debit,Shopping,No
TXN1647,2026-05-23,Zepto,3006.76,Debit,Groceries,No
TXN1667,2026-05-23,DMart,2620.64,Debit,Groceries,No
TXN1718,2026-05-23,Blinkit,2826.94,Debit,Groceries,No
TXN1954,2026-05-23,DMart,655.03,Debit,Groceries,No
TXN0304,2026-05-24,Clinic,2218.14,Debit,Healthcare,No
TXN0490,2026-05-24,Reliance Smart,1741.13,Debit,Groceries,No
TXN0698,2026-05-24,Clinic,1948.83,Debit,Healthcare,No
TXN1057,2026-05-24,Reliance Smart,562.32,Debit,Groceries,No
TXN1301,2026-05-24,UPI Transfer,2838.0,Debit,Other,No
TXN1443,2026-05-24,Reliance Smart,3447.45,Debit,Groceries,No
TXN1453,2026-05-24,College Fees,2894.48,Debit,Education,No
TXN1775,2026-05-24,Zomato,973.7,Debit,Food,No
TXN1939,2026-05-24,Uber,1010.16,Debit,Transport,No
TXN0208,2026-05-25,McDonalds,606.22,Debit,Food,No
TXN0224,2026-05-25,Zomato,625.37,Debit,Food,No
TXN0485,2026-05-25,Dominos,230.29,Debit,Food,No
TXN0586,2026-05-25,Ola,698.33,Debit,Transport,No
TXN0764,2026-05-25,UPI Transfer,2643.27,Debit,Other,No
TXN1036,2026-05-25,Blinkit,2241.01,Debit,Groceries,No
TXN1631,2026-05-25,Apollo Pharmacy,943.66,Debit,Healthcare,No
TXN1795,2026-05-25,Swiggy,1472.57,Debit,Food,No
TXN1841,2026-05-25,Spotify,1630.24,Debit,Entertainment,No
TXN0148,2026-05-26,Spotify,1715.36,Debit,Entertainment,No
TXN0464,2026-05-26,Zepto,1407.27,Debit,Groceries,No
TXN0732,2026-05-26,Cafe Coffee Day,1140.01,Debit,Food,No
TXN1123,2026-05-26,Uber,1109.48,Debit,Transport,No
TXN1164,2026-05-26,Gas Bill,936.35,Debit,Utilities,No
TXN1473,2026-05-26,Metro Recharge,473.7,Debit,Transport,No
TXN1520,2026-05-26,BigBasket,2561.57,Debit,Groceries,No
TXN1585,2026-05-26,UPI Transfer,530.18,Debit,Other,No
TXN0161,2026-05-27,Myntra,3799.04,Debit,Shopping,No
TXN0283,2026-05-27,Wallet Transfer,2515.23,Debit,Other,No
TXN0449,2026-05-27,Flipkart,7972.74,Debit,Shopping,No
TXN0603,2026-05-27,Reliance Smart,2611.02,Debit,Groceries,No
TXN0867,2026-05-27,Service Payment,2360.68,Debit,Other,No
TXN1116,2026-05-27,Ajio,5104.74,Debit,Shopping,No
TXN1118,2026-05-27,Ajio,580.33,Debit,Shopping,No
TXN1713,2026-05-27,Ajio,2502.01,Debit,Shopping,No
TXN0229,2026-05-28,PVR,1922.6,Debit,Entertainment,No
TXN0267,2026-05-28,Flipkart,5233.71,Debit,Shopping,No
TXN0489,2026-05-28,Reliance Smart,922.9,Debit,Groceries,No
TXN0688,2026-05-28,Dominos,520.99,Debit,Food,No
TXN1003,2026-05-28,PVR,1094.44,Debit,Entertainment,No
TXN1358,2026-05-28,Rapido,1125.96,Debit,Transport,No
TXN1608,2026-05-28,BookMyShow,2048.48,Debit,Entertainment,No
TXN1618,2026-05-28,Wallet Transfer,460.11,Debit,Other,No
TXN1657,2026-05-28,Metro Recharge,933.75,Debit,Transport,No
TXN1836,2026-05-28,Metro Recharge,103.3,Debit,Transport,No
TXN0925,2026-05-29,BigBasket,1254.25,Debit,Groceries,No
TXN0947,2026-05-29,Zepto,3097.25,Debit,Groceries,No
TXN1063,2026-05-29,Zomato,1620.87,Debit,Food,No
TXN1196,2026-05-29,Swiggy,450.97,Debit,Food,No
TXN1595,2026-05-29,Dominos,931.95,Debit,Food,No
TXN1831,2026-05-29,Wallet Transfer,2237.53,Debit,Other,No
TXN2000,2026-05-29,Cafe Coffee Day,340.06,Debit,Food,No
TXN0249,2026-05-30,Flipkart,4237.82,Debit,Shopping,No
TXN0649,2026-05-30,Gift,1371.52,Debit,Other,No
TXN0699,2026-05-30,Airtel,1309.13,Debit,Utilities,No
TXN0977,2026-05-30,Blinkit,2955.63,Debit,Groceries,No
TXN1572,2026-05-30,Rapido,839.71,Debit,Transport,No
TXN1988,2026-05-30,Blinkit,2230.65,Debit,Groceries,No
TXN0846,2026-05-31,BigBasket,1668.34,Debit,Groceries,No
TXN1223,2026-05-31,Wallet Transfer,2149.22,Debit,Other,No
TXN1839,2026-05-31,Wallet Transfer,480.36,Debit,Other,No
TXN1977,2026-05-31,BigBasket,2089.63,Debit,Groceries,No
TXN0031,2026-06-01,Salary,60000.0,Credit,Income,No
TXN0142,2026-06-01,Metro Recharge,445.32,Debit,Transport,No
TXN0280,2026-06-01,DMart,2130.15,Debit,Groceries,No
TXN0291,2026-06-01,Wallet Transfer,2905.41,Debit,Other,No
TXN0391,2026-06-01,Zomato,405.66,Debit,Food,No
TXN0661,2026-06-01,BigBasket,1844.87,Debit,Groceries,No
TXN0799,2026-06-01,Croma,2343.39,Debit,Shopping,No
TXN0901,2026-06-01,Amazon,5415.5,Debit,Shopping,No
TXN1869,2026-06-01,UPI Transfer,2935.43,Debit,Other,No
TXN0035,2026-06-02,Netflix,649.0,Debit,Entertainment,Yes
TXN0036,2026-06-02,Internet Bill,999.0,Debit,Utilities,Yes
TXN0676,2026-06-02,McDonalds,1168.65,Debit,Food,No
TXN0896,2026-06-02,Gas Bill,2022.63,Debit,Utilities,No
TXN0898,2026-06-02,Myntra,2458.6,Debit,Shopping,No
TXN1349,2026-06-02,BigBasket,2434.39,Debit,Groceries,No
TXN1721,2026-06-02,Udemy,3482.1,Debit,Education,No
TXN1814,2026-06-02,Udemy,1291.26,Debit,Education,No
TXN0032,2026-06-03,House Rent,18000.0,Debit,Housing,Yes
TXN0033,2026-06-03,EMI,10000.0,Debit,EMI,Yes
TXN0109,2026-06-03,McDonalds,365.95,Debit,Food,No
TXN0114,2026-06-03,Croma,558.67,Debit,Shopping,No
TXN0141,2026-06-03,Amazon,5898.16,Debit,Shopping,No
TXN0269,2026-06-03,Netflix,1220.46,Debit,Entertainment,No
TXN0277,2026-06-03,Blinkit,3460.49,Debit,Groceries,No
TXN0497,2026-06-03,Reliance Smart,2665.82,Debit,Groceries,No
TXN0571,2026-06-03,Service Payment,741.02,Debit,Other,No
TXN0617,2026-06-03,Water Bill,2822.19,Debit,Utilities,No
TXN0637,2026-06-03,DMart,1183.08,Debit,Groceries,No
TXN0665,2026-06-03,Ajio,2891.82,Debit,Shopping,No
TXN0991,2026-06-03,1mg,2239.9,Debit,Healthcare,No
TXN1497,2026-06-03,Water Bill,2151.84,Debit,Utilities,No
TXN1617,2026-06-03,Swiggy,404.14,Debit,Food,No
TXN1698,2026-06-03,PharmEasy,1083.15,Debit,Healthcare,No
TXN1711,2026-06-03,Ola,248.53,Debit,Transport,No
TXN1808,2026-06-03,Zomato,1279.12,Debit,Food,No
TXN1994,2026-06-03,Coding Course,9649.12,Debit,Education,No
TXN0034,2026-06-04,SIP Investment,5000.0,Debit,Investment,Yes
TXN0113,2026-06-04,McDonalds,1525.68,Debit,Food,No
TXN0144,2026-06-04,Flipkart,5116.36,Debit,Shopping,No
TXN0186,2026-06-04,Zepto,626.08,Debit,Groceries,No
TXN0320,2026-06-04,UPI Transfer,2209.0,Debit,Other,No
TXN0472,2026-06-04,Rapido,404.43,Debit,Transport,No
TXN0538,2026-06-04,Dominos,1724.16,Debit,Food,No
TXN0715,2026-06-04,Zomato,1605.54,Debit,Food,No
TXN0733,2026-06-04,Netflix,2150.15,Debit,Entertainment,No
TXN1013,2026-06-04,Blinkit,2210.02,Debit,Groceries,No
TXN1382,2026-06-04,BMTC,322.08,Debit,Transport,No
TXN1462,2026-06-04,DMart,1575.98,Debit,Groceries,No
TXN1615,2026-06-04,McDonalds,219.68,Debit,Food,No
TXN1629,2026-06-04,Jio,2567.05,Debit,Utilities,No
TXN1644,2026-06-04,Blinkit,438.5,Debit,Groceries,No
TXN1704,2026-06-04,BMTC,971.13,Debit,Transport,No
TXN1770,2026-06-04,Reliance Smart,2282.91,Debit,Groceries,No
TXN1873,2026-06-04,Ajio,6315.5,Debit,Shopping,No
TXN0216,2026-06-05,BESCOM,879.32,Debit,Utilities,No
TXN0766,2026-06-05,Zepto,1233.1,Debit,Groceries,No
TXN0784,2026-06-05,Swiggy,299.19,Debit,Food,No
TXN1186,2026-06-05,McDonalds,578.68,Debit,Food,No
TXN1311,2026-06-05,Hotel Booking,11553.76,Debit,Travel,No
TXN1328,2026-06-05,McDonalds,806.77,Debit,Food,No
TXN1423,2026-06-05,Dominos,644.56,Debit,Food,No
TXN1951,2026-06-05,YouTube Premium,640.48,Debit,Entertainment,No
TXN0891,2026-06-06,Cafe Coffee Day,1478.39,Debit,Food,No
TXN0924,2026-06-06,Swiggy,782.86,Debit,Food,No
TXN1556,2026-06-06,Amazon,619.48,Debit,Shopping,No
TXN1583,2026-06-06,Rapido,227.79,Debit,Transport,No
TXN0078,2026-06-07,Uber,1120.59,Debit,Transport,No
TXN0351,2026-06-07,Cafe Coffee Day,952.94,Debit,Food,No
TXN0500,2026-06-07,Swiggy,1766.83,Debit,Food,No
TXN0552,2026-06-07,Uber,705.85,Debit,Transport,No
TXN0587,2026-06-07,Rapido,806.57,Debit,Transport,No
TXN0629,2026-06-07,Swiggy,158.57,Debit,Food,No
TXN0771,2026-06-07,BookMyShow,2152.71,Debit,Entertainment,No
TXN1366,2026-06-07,Myntra,6426.47,Debit,Shopping,No
TXN1379,2026-06-07,Swiggy,1576.58,Debit,Food,No
TXN1501,2026-06-07,Uber,967.87,Debit,Transport,No
TXN1639,2026-06-07,Zomato,1285.28,Debit,Food,No
TXN0385,2026-06-08,Zepto,3233.59,Debit,Groceries,No
